age,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,fraud_reported
36,MALE,College,transport-moving,kayaking,unmarried,Single Vehicle Collision,Rear Collision,Total Loss,Police,17,1,?,2,1,YES,47300,4300,8600,34400,N
37,FEMALE,Associate,tech-support,sleeping,unmarried,Single Vehicle Collision,Rear Collision,Major Damage,Other,13,1,?,2,3,?,55110,5010,10020,40080,N
31,FEMALE,Associate,other-service,reading,husband,Vehicle Theft,?,Trivial Damage,Police,5,1,YES,1,0,NO,4320,480,480,3360,N
38,FEMALE,Masters,transport-moving,video-games,husband,Multi-vehicle Collision,Front Collision,Total Loss,Police,23,3,YES,2,2,?,68760,11460,5730,51570,Y
31,FEMALE,MD,tech-support,paintball,husband,Multi-vehicle Collision,Front Collision,Major Damage,Other,1,2,NO,2,1,?,74400,14880,7440,52080,Y
33,FEMALE,Associate,exec-managerial,base-jumping,other-relative,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,17,4,NO,2,1,NO,35300,3530,3530,28240,Y
57,MALE,High School,tech-support,camping,wife,Parked Car,?,Minor Damage,None,3,1,YES,1,3,?,2640,480,480,1680,N
41,MALE,High School,sales,cross-fit,unmarried,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,17,3,?,1,1,NO,60190,4630,9260,46300,Y
39,FEMALE,Masters,machine-op-inspct,exercise,own-child,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,23,3,YES,1,3,NO,41580,3780,7560,30240,Y
45,FEMALE,JD,tech-support,cross-fit,unmarried,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,13,1,YES,0,0,NO,58500,11700,0,46800,Y
43,FEMALE,Masters,handlers-cleaners,movies,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,17,1,YES,2,3,YES,79320,13220,6610,59490,N
33,FEMALE,High School,farming-fishing,chess,husband,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,2,1,YES,0,2,?,82610,7510,7510,67590,Y
41,FEMALE,MD,priv-house-serv,video-games,husband,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,23,3,NO,1,3,?,78600,13100,19650,45850,Y
46,MALE,College,handlers-cleaners,chess,husband,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,17,1,NO,1,2,?,51390,5710,5710,39970,Y
44,MALE,Associate,other-service,exercise,other-relative,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,3,1,NO,1,0,NO,70200,7020,7020,56160,Y
30,MALE,JD,protective-serv,base-jumping,own-child,Parked Car,?,Minor Damage,None,16,1,NO,2,1,NO,4900,490,1470,2940,N
62,FEMALE,MD,protective-serv,chess,own-child,Multi-vehicle Collision,Side Collision,Major Damage,Other,13,3,?,1,3,NO,66480,5540,11080,49860,Y
23,MALE,High School,transport-moving,reading,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Fire,8,1,NO,2,1,NO,50380,4580,9160,36640,Y
61,FEMALE,Masters,handlers-cleaners,paintball,wife,Single Vehicle Collision,Front Collision,Major Damage,Fire,23,1,YES,0,2,?,64350,9900,9900,44550,N
29,MALE,College,prof-specialty,hiking,other-relative,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,15,3,YES,2,3,YES,55400,5540,11080,38780,Y
28,MALE,MD,prof-specialty,basketball,wife,Single Vehicle Collision,Front Collision,Total Loss,Other,3,1,NO,2,2,YES,49900,4990,9980,34930,N
28,MALE,Masters,priv-house-serv,golf,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,4,3,NO,0,3,YES,74880,12480,12480,49920,N
44,FEMALE,Masters,exec-managerial,exercise,husband,Single Vehicle Collision,Front Collision,Minor Damage,Other,8,1,YES,0,0,YES,105820,16280,16280,73260,N
43,MALE,Associate,prof-specialty,golf,own-child,Vehicle Theft,?,Trivial Damage,Police,21,1,NO,1,0,YES,7150,1300,650,5200,N
58,MALE,Associate,craft-repair,dancing,own-child,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,23,1,YES,0,0,NO,55800,11160,11160,33480,N
34,MALE,Masters,sales,kayaking,other-relative,Parked Car,?,Trivial Damage,None,8,1,?,1,3,YES,5830,1060,1060,3710,N
41,FEMALE,Associate,handlers-cleaners,polo,unmarried,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,21,1,YES,2,1,NO,85900,17180,17180,51540,Y
29,MALE,Associate,prof-specialty,base-jumping,other-relative,Parked Car,?,Minor Damage,Police,5,1,NO,2,3,NO,7110,790,1580,4740,N
43,MALE,PhD,prof-specialty,kayaking,other-relative,Multi-vehicle Collision,Side Collision,Total Loss,Fire,12,3,NO,0,0,YES,36960,6720,3360,26880,N
39,FEMALE,College,tech-support,movies,own-child,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,7,3,?,2,0,YES,64400,6440,6440,51520,N
43,MALE,PhD,adm-clerical,sleeping,unmarried,Parked Car,?,Minor Damage,None,0,1,NO,1,3,YES,1920,480,0,1440,N
22,MALE,JD,farming-fishing,polo,not-in-family,Single Vehicle Collision,Rear Collision,Major Damage,Police,14,1,YES,0,1,YES,86130,15660,7830,62640,Y
32,FEMALE,College,protective-serv,cross-fit,other-relative,Single Vehicle Collision,Side Collision,Major Damage,Fire,13,1,?,2,3,?,82170,14940,7470,59760,Y
41,FEMALE,College,farming-fishing,camping,own-child,Single Vehicle Collision,Front Collision,Major Damage,Fire,1,1,?,1,0,YES,50300,10060,5030,35210,Y
31,FEMALE,MD,prof-specialty,camping,husband,Single Vehicle Collision,Side Collision,Major Damage,Police,23,1,NO,0,0,NO,44200,4420,8840,30940,N
43,FEMALE,High School,transport-moving,polo,other-relative,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,1,1,?,2,2,YES,66660,6060,6060,54540,N
26,FEMALE,Associate,prof-specialty,bungie-jumping,husband,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,9,1,YES,2,3,NO,78320,7120,14240,56960,N
34,FEMALE,PhD,craft-repair,skydiving,wife,Single Vehicle Collision,Rear Collision,Total Loss,Fire,3,1,?,0,1,NO,105040,16160,16160,72720,N
43,MALE,JD,adm-clerical,basketball,husband,Single Vehicle Collision,Side Collision,Minor Damage,Fire,0,1,NO,2,1,?,50700,5070,5070,40560,N
45,FEMALE,MD,exec-managerial,exercise,unmarried,Multi-vehicle Collision,Front Collision,Total Loss,Fire,13,3,NO,1,1,NO,51210,11380,5690,34140,N
48,MALE,JD,other-service,dancing,unmarried,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,18,3,NO,2,1,?,51840,8640,8640,34560,N
33,FEMALE,High School,exec-managerial,exercise,husband,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,17,3,?,2,3,YES,52800,5280,5280,42240,N
42,FEMALE,College,prof-specialty,kayaking,own-child,Single Vehicle Collision,Front Collision,Minor Damage,Fire,11,1,?,0,0,YES,55200,9200,13800,32200,N
34,MALE,Associate,sales,camping,not-in-family,Vehicle Theft,?,Minor Damage,None,0,1,YES,0,3,NO,9100,1400,1400,6300,N
51,FEMALE,MD,craft-repair,reading,husband,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,14,3,?,1,3,?,67600,13520,6760,47320,N
33,MALE,College,adm-clerical,golf,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Other,4,1,NO,1,2,NO,40800,6800,6800,27200,N
50,MALE,PhD,machine-op-inspct,board-games,not-in-family,Multi-vehicle Collision,Side Collision,Major Damage,Other,2,3,NO,2,1,YES,84500,13000,13000,58500,Y
39,MALE,PhD,exec-managerial,hiking,husband,Multi-vehicle Collision,Front Collision,Major Damage,Other,9,3,YES,2,2,YES,71610,13020,6510,52080,Y
55,MALE,MD,sales,yachting,own-child,Multi-vehicle Collision,Rear Collision,Major Damage,Other,21,4,?,0,2,NO,60600,6060,12120,42420,Y
41,MALE,Masters,exec-managerial,reading,unmarried,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,0,3,NO,2,3,NO,81240,6770,20310,54160,Y
39,FEMALE,PhD,armed-forces,bungie-jumping,not-in-family,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,3,YES,0,3,NO,29300,2930,5860,20510,N
31,FEMALE,MD,sales,skydiving,own-child,Multi-vehicle Collision,Side Collision,Total Loss,Fire,21,3,NO,1,1,YES,76450,6950,13900,55600,N
44,FEMALE,College,machine-op-inspct,cross-fit,husband,Multi-vehicle Collision,Side Collision,Major Damage,Fire,20,3,YES,0,3,?,49400,9880,4940,34580,N
38,FEMALE,MD,tech-support,kayaking,wife,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,5,1,NO,0,1,?,90530,16460,16460,57610,N
31,FEMALE,Associate,priv-house-serv,movies,not-in-family,Vehicle Theft,?,Minor Damage,Police,7,1,NO,2,1,NO,8030,1460,730,5840,N
40,FEMALE,PhD,handlers-cleaners,movies,not-in-family,Single Vehicle Collision,Side Collision,Minor Damage,Fire,6,1,NO,0,0,YES,63900,6390,6390,51120,N
55,MALE,PhD,machine-op-inspct,golf,unmarried,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,2,4,YES,0,2,NO,38640,4830,4830,28980,N
58,MALE,JD,sales,movies,not-in-family,Multi-vehicle Collision,Rear Collision,Total Loss,Other,19,3,?,1,1,YES,41490,9220,4610,27660,N
35,FEMALE,MD,protective-serv,hiking,unmarried,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,21,3,YES,2,0,?,79090,14380,7190,57520,N
35,MALE,High School,machine-op-inspct,cross-fit,wife,Multi-vehicle Collision,Side Collision,Major Damage,Police,3,3,?,0,0,?,87900,17580,8790,61530,N
32,MALE,Masters,prof-specialty,yachting,husband,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,?,2,3,YES,53400,5340,5340,42720,N
36,MALE,College,machine-op-inspct,basketball,unmarried,Single Vehicle Collision,Rear Collision,Total Loss,Fire,22,1,YES,2,3,NO,52030,9460,9460,33110,N
60,MALE,High School,prof-specialty,bungie-jumping,wife,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,16,1,NO,0,2,NO,82060,14920,7460,59680,N
35,FEMALE,Associate,protective-serv,hiking,not-in-family,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,0,1,?,0,3,?,48360,8060,8060,32240,N
31,FEMALE,Masters,armed-forces,kayaking,unmarried,Multi-vehicle Collision,Side Collision,Minor Damage,Other,1,3,?,2,1,?,52290,5810,11620,34860,N
57,MALE,College,protective-serv,paintball,wife,Multi-vehicle Collision,Rear Collision,Major Damage,Police,19,3,YES,0,3,?,68200,12400,12400,43400,Y
43,MALE,PhD,craft-repair,basketball,wife,Multi-vehicle Collision,Rear Collision,Major Damage,Other,0,3,?,2,1,NO,60750,13500,6750,40500,Y
30,FEMALE,College,adm-clerical,paintball,wife,Multi-vehicle Collision,Front Collision,Major Damage,Fire,2,3,?,0,2,YES,65560,11920,11920,41720,Y
50,FEMALE,High School,handlers-cleaners,basketball,husband,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,5,3,YES,1,3,NO,70290,12780,12780,44730,N
37,FEMALE,JD,adm-clerical,hiking,own-child,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,6,1,?,2,0,YES,45000,5000,5000,35000,N
39,FEMALE,JD,prof-specialty,sleeping,other-relative,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,21,3,YES,2,1,?,61800,12360,6180,43260,N
46,FEMALE,MD,transport-moving,movies,husband,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,11,3,YES,0,0,NO,64570,5870,11740,46960,N
61,FEMALE,High School,adm-clerical,reading,unmarried,Single Vehicle Collision,Rear Collision,Minor Damage,Other,3,1,YES,2,0,YES,70500,7050,14100,49350,N
37,MALE,JD,armed-forces,movies,other-relative,Multi-vehicle Collision,Side Collision,Total Loss,Police,4,3,?,2,1,YES,57900,17370,5790,34740,N
46,FEMALE,JD,prof-specialty,video-games,own-child,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,2,3,NO,1,0,NO,57860,5260,10520,42080,N
39,MALE,PhD,transport-moving,polo,husband,Single Vehicle Collision,Side Collision,Minor Damage,Fire,22,1,?,1,1,NO,37800,8400,4200,25200,N
37,FEMALE,MD,tech-support,hiking,own-child,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,8,1,?,1,3,YES,63300,6330,6330,50640,N
33,FEMALE,College,farming-fishing,paintball,own-child,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,14,3,YES,0,1,YES,44200,8840,4420,30940,N
28,MALE,High School,machine-op-inspct,yachting,husband,Multi-vehicle Collision,Side Collision,Minor Damage,Police,14,4,NO,1,0,YES,31680,3520,3520,24640,N
32,FEMALE,MD,tech-support,kayaking,not-in-family,Parked Car,?,Trivial Damage,Police,5,1,YES,1,2,?,100,10,20,70,N
61,FEMALE,High School,protective-serv,bungie-jumping,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,NO,2,1,NO,56340,6260,6260,43820,N
40,FEMALE,JD,sales,skydiving,own-child,Multi-vehicle Collision,Rear Collision,Total Loss,Police,20,3,?,0,0,YES,69740,6340,6340,57060,N
38,MALE,PhD,priv-house-serv,exercise,not-in-family,Multi-vehicle Collision,Front Collision,Total Loss,Police,0,3,YES,2,2,YES,60480,5040,15120,40320,N
61,FEMALE,High School,tech-support,skydiving,wife,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,1,3,?,2,1,NO,80880,6740,13480,60660,N
61,FEMALE,Masters,handlers-cleaners,dancing,not-in-family,Single Vehicle Collision,Front Collision,Total Loss,Fire,10,1,?,1,2,YES,49390,8980,4490,35920,N
29,FEMALE,MD,armed-forces,video-games,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,12,1,NO,0,3,?,69360,11560,11560,46240,N
41,FEMALE,Associate,tech-support,board-games,other-relative,Vehicle Theft,?,Minor Damage,None,6,1,NO,0,1,?,3740,680,680,2380,N
33,MALE,PhD,other-service,bungie-jumping,husband,Parked Car,?,Trivial Damage,None,1,1,NO,0,1,NO,5060,460,920,3680,N
48,FEMALE,MD,machine-op-inspct,chess,wife,Multi-vehicle Collision,Front Collision,Total Loss,Police,21,3,NO,0,0,YES,35860,3260,6520,26080,Y
40,MALE,Associate,machine-op-inspct,cross-fit,husband,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,YES,2,1,?,50050,7700,3850,38500,Y
27,MALE,College,priv-house-serv,dancing,unmarried,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,14,4,YES,0,0,NO,59070,10740,5370,42960,N
30,MALE,College,adm-clerical,board-games,husband,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,19,3,NO,1,2,?,28440,3160,3160,22120,N
34,FEMALE,College,tech-support,hiking,wife,Single Vehicle Collision,Front Collision,Major Damage,Fire,7,1,YES,2,1,YES,45540,8280,8280,28980,Y
34,FEMALE,JD,sales,reading,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,0,1,?,0,0,YES,38700,7740,3870,27090,N
39,MALE,Masters,tech-support,paintball,other-relative,Parked Car,?,Trivial Damage,None,6,1,YES,2,1,YES,5830,1060,530,4240,N
32,FEMALE,Associate,prof-specialty,cross-fit,husband,Single Vehicle Collision,Rear Collision,Total Loss,Other,0,1,YES,0,2,?,57240,4770,9540,42930,Y
39,MALE,High School,armed-forces,exercise,husband,Multi-vehicle Collision,Rear Collision,Total Loss,Police,9,3,YES,0,3,NO,46200,4200,8400,33600,N
32,FEMALE,Masters,farming-fishing,kayaking,wife,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,23,1,YES,0,1,NO,57700,5770,5770,46160,N
48,MALE,College,transport-moving,hiking,not-in-family,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,13,3,NO,2,0,NO,56160,4680,9360,42120,N
47,MALE,MD,adm-clerical,movies,unmarried,Multi-vehicle Collision,Side Collision,Total Loss,Fire,0,3,?,0,3,YES,44400,5550,5550,33300,N
56,MALE,Masters,machine-op-inspct,reading,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,7,1,?,2,3,?,92730,16860,8430,67440,Y
33,FEMALE,PhD,craft-repair,paintball,not-in-family,Single Vehicle Collision,Side Collision,Minor Damage,Fire,23,1,YES,0,1,YES,30700,3070,6140,21490,N
24,FEMALE,High School,armed-forces,yachting,unmarried,Single Vehicle Collision,Side Collision,Major Damage,Fire,7,1,NO,2,0,?,56600,11320,5660,39620,N
24,FEMALE,MD,armed-forces,dancing,own-child,Parked Car,?,Trivial Damage,None,20,1,YES,0,1,?,3960,660,660,2640,N
30,MALE,College,transport-moving,video-games,unmarried,Single Vehicle Collision,Rear Collision,Minor Damage,Police,22,1,YES,0,3,?,34800,3480,6960,24360,N
36,FEMALE,JD,armed-forces,kayaking,not-in-family,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,10,3,?,2,0,YES,79500,7950,7950,63600,N
34,FEMALE,College,prof-specialty,basketball,other-relative,Single Vehicle Collision,Front Collision,Total Loss,Police,10,1,?,2,2,NO,56000,5600,5600,44800,N
29,FEMALE,Masters,machine-op-inspct,chess,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,17,1,YES,1,0,YES,73260,16280,0,56980,Y
46,MALE,MD,craft-repair,base-jumping,unmarried,Parked Car,?,Trivial Damage,None,3,1,YES,2,3,YES,4950,900,450,3600,N
42,MALE,Masters,machine-op-inspct,kayaking,own-child,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,10,1,NO,0,1,NO,48000,4800,9600,33600,N
37,MALE,College,prof-specialty,dancing,wife,Single Vehicle Collision,Side Collision,Major Damage,Fire,1,1,YES,0,1,YES,52200,10440,5220,36540,N
38,FEMALE,JD,protective-serv,dancing,unmarried,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,1,3,NO,2,3,?,73800,12300,12300,49200,N
34,FEMALE,JD,protective-serv,base-jumping,other-relative,Single Vehicle Collision,Side Collision,Total Loss,Fire,7,1,?,1,2,NO,78200,15640,7820,54740,N
33,MALE,Associate,other-service,bungie-jumping,husband,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,19,1,?,2,3,NO,55200,13800,9200,32200,Y
43,FEMALE,PhD,handlers-cleaners,kayaking,own-child,Multi-vehicle Collision,Side Collision,Total Loss,Other,3,3,NO,0,2,YES,57060,6340,6340,44380,N
30,FEMALE,Masters,protective-serv,dancing,husband,Vehicle Theft,?,Minor Damage,None,3,1,NO,0,3,YES,4680,520,520,3640,N
56,FEMALE,Masters,transport-moving,cross-fit,not-in-family,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,23,1,NO,2,0,YES,53100,5310,5310,42480,Y
48,FEMALE,MD,prof-specialty,video-games,husband,Vehicle Theft,?,Minor Damage,None,7,1,?,1,2,NO,3520,640,320,2560,N
25,FEMALE,Masters,tech-support,dancing,own-child,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,NO,0,1,YES,72900,14580,14580,43740,N
38,FEMALE,PhD,craft-repair,camping,unmarried,Single Vehicle Collision,Rear Collision,Total Loss,Police,10,1,?,0,1,NO,70700,7070,14140,49490,N
30,FEMALE,College,adm-clerical,bungie-jumping,wife,Multi-vehicle Collision,Side Collision,Minor Damage,Other,4,4,?,0,0,?,60170,5470,10940,43760,N
42,MALE,High School,exec-managerial,paintball,husband,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,?,1,1,?,74800,13600,6800,54400,Y
41,MALE,College,prof-specialty,paintball,wife,Vehicle Theft,?,Trivial Damage,Police,3,1,YES,2,0,?,4100,820,410,2870,N
47,MALE,High School,prof-specialty,camping,husband,Single Vehicle Collision,Side Collision,Minor Damage,Other,5,1,YES,0,3,?,61490,5590,11180,44720,N
29,MALE,High School,other-service,basketball,own-child,Vehicle Theft,?,Trivial Damage,None,14,1,?,0,0,?,7200,720,1440,5040,N
34,FEMALE,PhD,machine-op-inspct,polo,not-in-family,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,7,3,?,0,0,?,45100,8200,4100,32800,N
53,MALE,JD,craft-repair,camping,not-in-family,Single Vehicle Collision,Front Collision,Minor Damage,Police,16,1,?,2,3,YES,66660,12120,6060,48480,N
41,FEMALE,PhD,prof-specialty,basketball,not-in-family,Single Vehicle Collision,Front Collision,Major Damage,Police,6,1,NO,2,2,YES,76400,15280,7640,53480,Y
37,FEMALE,MD,craft-repair,kayaking,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,10,1,YES,1,1,NO,58300,10600,10600,37100,N
49,FEMALE,JD,transport-moving,skydiving,husband,Single Vehicle Collision,Front Collision,Total Loss,Police,19,1,?,1,1,?,57310,5210,10420,41680,N
32,FEMALE,PhD,priv-house-serv,movies,own-child,Single Vehicle Collision,Front Collision,Minor Damage,Fire,10,1,?,0,1,?,53100,5900,5900,41300,N
24,FEMALE,MD,priv-house-serv,paintball,husband,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,6,3,NO,1,1,?,74700,14940,7470,52290,N
28,FEMALE,Associate,prof-specialty,golf,own-child,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,12,3,NO,2,2,NO,60500,12100,6050,42350,N
26,MALE,Masters,protective-serv,chess,unmarried,Multi-vehicle Collision,Side Collision,Total Loss,Other,10,3,YES,2,3,NO,84920,7720,15440,61760,Y
36,FEMALE,MD,adm-clerical,hiking,own-child,Single Vehicle Collision,Side Collision,Total Loss,Police,0,1,NO,2,0,NO,61050,5550,11100,44400,N
26,MALE,JD,exec-managerial,movies,other-relative,Multi-vehicle Collision,Rear Collision,Major Damage,Police,12,3,YES,2,0,?,69080,12560,6280,50240,Y
46,FEMALE,JD,prof-specialty,paintball,own-child,Vehicle Theft,?,Minor Damage,None,10,1,YES,1,3,YES,4560,760,380,3420,N
28,FEMALE,JD,machine-op-inspct,skydiving,other-relative,Multi-vehicle Collision,Rear Collision,Total Loss,Police,3,4,NO,0,1,?,67800,11300,11300,45200,N
32,MALE,PhD,other-service,reading,wife,Vehicle Theft,?,Minor Damage,Police,21,1,YES,1,1,YES,5600,1120,560,3920,N
55,MALE,JD,other-service,basketball,wife,Vehicle Theft,?,Minor Damage,None,6,1,?,0,2,?,9000,900,1800,6300,N
43,FEMALE,JD,transport-moving,kayaking,other-relative,Single Vehicle Collision,Rear Collision,Total Loss,Police,0,1,NO,0,1,YES,85320,21330,7110,56880,N
24,FEMALE,PhD,machine-op-inspct,golf,other-relative,Vehicle Theft,?,Trivial Damage,None,6,1,NO,0,3,YES,5940,540,1080,4320,Y
34,FEMALE,PhD,armed-forces,movies,husband,Multi-vehicle Collision,Side Collision,Major Damage,Fire,20,3,YES,1,1,?,51370,9340,4670,37360,Y
43,MALE,Associate,protective-serv,reading,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Police,4,1,NO,2,2,YES,51600,10320,5160,36120,N
44,FEMALE,High School,farming-fishing,golf,own-child,Parked Car,?,Trivial Damage,None,9,1,NO,0,3,?,5400,600,600,4200,N
39,MALE,JD,craft-repair,reading,unmarried,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,20,3,?,1,0,YES,48870,5430,5430,38010,N
44,FEMALE,JD,tech-support,reading,husband,Vehicle Theft,?,Minor Damage,Police,7,1,NO,2,1,?,5590,860,860,3870,N
48,MALE,Masters,protective-serv,camping,wife,Multi-vehicle Collision,Front Collision,Major Damage,Other,18,3,?,0,2,?,54960,6870,0,48090,Y
47,FEMALE,Associate,prof-specialty,video-games,own-child,Multi-vehicle Collision,Side Collision,Minor Damage,Police,0,3,NO,1,3,?,39800,7960,3980,27860,N
37,FEMALE,Masters,armed-forces,chess,own-child,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,11,3,?,0,1,?,56160,6240,6240,43680,Y
42,MALE,Associate,priv-house-serv,golf,not-in-family,Single Vehicle Collision,Side Collision,Total Loss,Fire,13,1,NO,0,3,?,52700,5270,10540,36890,N
43,FEMALE,Associate,sales,base-jumping,not-in-family,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,19,3,YES,1,3,?,68580,7620,7620,53340,N
60,MALE,MD,craft-repair,board-games,own-child,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,23,1,YES,1,2,YES,90860,12980,19470,58410,Y
53,MALE,Associate,priv-house-serv,bungie-jumping,wife,Parked Car,?,Trivial Damage,Police,23,1,NO,0,3,NO,5700,570,570,4560,N
21,MALE,Associate,prof-specialty,golf,not-in-family,Multi-vehicle Collision,Side Collision,Total Loss,Police,19,3,YES,2,0,YES,94930,8630,8630,77670,N
43,MALE,MD,farming-fishing,video-games,not-in-family,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,19,1,NO,1,2,NO,46800,4680,9360,32760,Y
47,FEMALE,MD,exec-managerial,polo,wife,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,3,NO,2,3,NO,56320,7040,7040,42240,N
46,MALE,Associate,handlers-cleaners,chess,husband,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,NO,1,3,YES,83490,7590,15180,60720,N
36,FEMALE,College,machine-op-inspct,golf,wife,Multi-vehicle Collision,Side Collision,Total Loss,Police,17,3,NO,2,2,?,57900,5790,5790,46320,N
36,MALE,High School,armed-forces,kayaking,own-child,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,11,3,?,1,3,YES,49410,5490,5490,38430,N
45,MALE,Associate,tech-support,reading,own-child,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,22,3,?,0,1,NO,66200,6620,6620,52960,N
46,MALE,MD,priv-house-serv,reading,husband,Single Vehicle Collision,Front Collision,Minor Damage,Fire,7,1,NO,0,1,NO,64080,10680,10680,42720,N
43,FEMALE,College,tech-support,dancing,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Other,17,3,?,2,3,YES,42500,8500,4250,29750,N
30,MALE,PhD,exec-managerial,bungie-jumping,own-child,Multi-vehicle Collision,Side Collision,Total Loss,Other,16,3,NO,2,3,?,48950,8900,4450,35600,N
42,FEMALE,MD,adm-clerical,golf,own-child,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,13,3,NO,1,2,YES,58850,10700,10700,37450,N
40,FEMALE,Masters,other-service,golf,husband,Multi-vehicle Collision,Side Collision,Minor Damage,Other,17,3,YES,0,2,YES,82400,8240,8240,65920,N
44,FEMALE,College,other-service,bungie-jumping,other-relative,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,3,1,YES,2,0,?,54240,6780,6780,40680,N
26,FEMALE,Associate,armed-forces,video-games,other-relative,Multi-vehicle Collision,Front Collision,Minor Damage,Other,15,3,?,0,2,?,74200,7420,7420,59360,N
53,FEMALE,Associate,priv-house-serv,base-jumping,unmarried,Single Vehicle Collision,Front Collision,Total Loss,Fire,16,1,YES,2,1,?,47430,5270,5270,36890,N
43,FEMALE,Associate,priv-house-serv,polo,other-relative,Single Vehicle Collision,Rear Collision,Major Damage,Fire,18,1,?,1,3,YES,68200,13640,6820,47740,Y
33,FEMALE,JD,armed-forces,exercise,husband,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,NO,1,0,NO,63900,7100,7100,49700,N
39,FEMALE,JD,protective-serv,skydiving,not-in-family,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,22,2,NO,0,3,YES,59300,11860,5930,41510,N
44,FEMALE,College,priv-house-serv,chess,other-relative,Multi-vehicle Collision,Front Collision,Minor Damage,Other,15,3,NO,1,2,YES,66900,6690,13380,46830,Y
